batch_id,product_name,mfg_date,exp_date,qty_on_hand,mrp_unit_price,unit_cost
BATCH_26610,ImmunoPlus_172,2024-02-12,2026-10-08,237,67983.38,37594.67
BATCH_26611,ImmunoPlus_954,2023-12-11,2024-07-04,566,63614.35,46248.93
BATCH_26612,NeuroVita_20,2023-10-01,2024-05-31,194,57713.48,42145.79
BATCH_26613,GlucoBalance_878,2023-12-29,2024-11-12,168,62185.47,46520.47
BATCH_26614,RenalGuard_598,2022-06-02,2024-08-26,926,49142.33,26980.7
BATCH_26615,NeuroVita_290,2023-02-18,2024-08-25,56,71369.81,42093.39
BATCH_26616,ImmunoPlus_643,2024-02-10,2026-07-01,38,28275.73,22992.65
BATCH_26617,HepatoCare_677,2024-01-26,2026-03-16,179,29733.04,20844.62
BATCH_26618,OncoThera_805,2023-04-25,2025-02-07,24,33499.3,19626.03
BATCH_26619,CardioMax_740,2022-03-05,2023-04-16,128,24645.53,16891.64
BATCH_26620,DermaLux_201,2023-01-26,2025-03-30,224,53603.06,36849.73
BATCH_26621,CardioMax_50,2023-06-02,2024-05-30,866,25779.59,15888.73
BATCH_26622,OrthoRelief_388,2022-08-29,2023-08-17,175,37022.85,20479.99
BATCH_26623,ImmunoPlus_510,2022-01-21,2024-05-21,565,54681.36,35539.92
BATCH_26624,OncoThera_257,2024-03-04,2025-02-04,527,64641.84,45013.66
BATCH_26625,CardioMax_234,2022-02-19,2023-01-19,185,5782.37,4344
BATCH_26626,ImmunoPlus_782,2023-10-06,2024-12-11,624,30974.43,17609.24
BATCH_26627,OrthoRelief_983,2022-08-08,2024-08-15,58,22021.86,12768.93
BATCH_26628,GlucoBalance_81,2023-06-23,2024-07-15,89,39158.72,32639.42
BATCH_26629,OrthoRelief_273,2024-02-13,2026-06-17,244,57538.17,31563.77
BATCH_26630,OrthoRelief_810,2023-11-26,2024-10-04,47,13586.2,7807.68
BATCH_26631,OrthoRelief_919,2022-12-04,2024-02-20,209,19999.95,15110.29
BATCH_26632,RespiraAid_242,2023-08-07,2024-05-21,243,14496.87,10303.47
BATCH_26633,DermaLux_542,2023-03-13,2026-01-15,236,26075,16585.06
BATCH_26634,RespiraAid_717,2022-08-11,2025-06-10,111,41476.73,27803.16
BATCH_26635,CardioMax_829,2023-08-05,2024-06-14,22,43898.16,32178.33
BATCH_26636,GlucoBalance_382,2022-09-13,2023-10-19,76,10206.53,6749.33
BATCH_26637,NeuroVita_506,2024-03-13,2025-01-19,1193,55376.98,31596.97
BATCH_26638,CardioMax_760,2024-09-05,2025-03-27,76,37780.12,32094.29
BATCH_26639,GlucoBalance_989,2024-06-08,2027-05-03,203,54899.25,44239.45
BATCH_26640,HepatoCare_835,2023-08-06,2025-04-08,119,13315.07,11073.65
BATCH_26641,CardioMax_556,2022-10-16,2024-06-25,248,31882.39,21681.64
BATCH_26642,GlucoBalance_816,2023-02-08,2023-10-26,821,31035.43,16934.88
BATCH_26643,NeuroVita_437,2023-08-29,2025-05-18,26,53276.05,41849.4
BATCH_26644,OrthoRelief_779,2023-02-13,2023-09-20,36,44567.42,37991.91
BATCH_26645,HepatoCare_877,2023-04-14,2024-02-16,77,74119.01,41677.61
BATCH_26646,OncoThera_179,2024-01-24,2025-11-13,209,48541.14,28282.13
BATCH_26647,GlucoBalance_222,2022-02-18,2023-04-10,125,11796.39,6948.06
BATCH_26648,GlucoBalance_310,2023-02-10,2025-03-25,1071,24504.11,15026.68
BATCH_26649,OrthoRelief_227,2022-02-26,2022-10-03,378,45714.1,28583.91
BATCH_26650,RespiraAid_639,2024-01-01,2026-11-13,144,47913.61,36523.87
BATCH_26651,RenalGuard_625,2024-08-24,2027-02-05,35,39162.23,29202.49
BATCH_26652,NeuroVita_232,2023-09-30,2024-10-15,249,28738.52,20946.43
BATCH_26653,OrthoRelief_194,2023-05-24,2024-10-17,33,64448.15,41561.37
BATCH_26654,RenalGuard_130,2022-07-02,2023-03-19,166,53552.87,35105.17
BATCH_26655,HepatoCare_399,2024-09-19,2027-07-30,232,22498.65,13776.71
BATCH_26656,DermaLux_444,2023-05-22,2024-01-22,159,69777.2,46523.66
BATCH_26657,DermaLux_919,2023-11-02,2025-07-21,236,36480.73,28875.31
BATCH_26658,CardioMax_668,2022-09-14,2024-05-29,153,51140.91,28638.36
BATCH_26659,HepatoCare_672,2023-09-07,2024-04-03,354,37554.87,22757.14
BATCH_26660,OncoThera_768,2022-09-09,2025-05-03,33,26678.94,15693.61
BATCH_26661,CardioMax_609,2023-12-02,2026-06-24,20,71787.84,48148.51
BATCH_26662,RenalGuard_99,2023-07-20,2025-08-30,154,58180.37,39007.71
BATCH_26663,ImmunoPlus_576,2024-02-20,2025-05-28,607,42033.52,26337.04
BATCH_26664,RespiraAid_903,2023-11-22,2026-06-23,162,26819.07,21320.64
BATCH_26665,DermaLux_234,2024-07-29,2026-08-18,228,25760.71,19573.63
BATCH_26666,OrthoRelief_606,2022-03-16,2022-09-16,205,34768.91,26911.12
BATCH_26667,NeuroVita_726,2024-01-07,2024-10-28,1000,35946.96,27345.36
BATCH_26668,OrthoRelief_856,2024-05-03,2027-05-01,329,18667.34,11158.19
BATCH_26669,OncoThera_137,2022-12-30,2024-09-19,236,18895.48,10602.55
BATCH_26670,OrthoRelief_633,2023-01-03,2023-10-21,68,41183.7,25212.45
BATCH_26671,DermaLux_507,2022-09-15,2025-08-15,58,64759.93,36688.04
BATCH_26672,NeuroVita_550,2022-01-17,2023-02-02,1056,39642.66,27882.29
BATCH_26673,RenalGuard_343,2023-07-30,2024-06-03,899,25191.54,16721.45
BATCH_26674,CardioMax_10,2023-11-05,2025-12-26,20,42357.07,36496.37
BATCH_26675,GlucoBalance_907,2023-06-15,2024-06-27,39,22692.28,13222.77
BATCH_26676,OrthoRelief_684,2022-04-05,2023-12-19,508,64925.17,40772.43
BATCH_26677,OrthoRelief_518,2023-11-11,2026-04-27,104,38889.31,28642.76
BATCH_26678,OrthoRelief_577,2024-07-31,2027-04-14,111,48105.85,30649.49
BATCH_26679,HepatoCare_688,2024-07-14,2025-09-23,174,24997.9,19939.37
BATCH_26680,NeuroVita_660,2022-07-13,2024-08-10,218,42932.62,29478.17
BATCH_26681,NeuroVita_656,2023-06-28,2024-11-22,84,62151.55,39928.98
BATCH_26682,RespiraAid_156,2023-11-09,2026-05-31,409,13742.4,8559.72
BATCH_26683,DermaLux_531,2023-07-17,2024-12-13,435,63509.56,46477.4
BATCH_26684,NeuroVita_29,2022-03-18,2025-01-09,100,45944.56,32976.33
BATCH_26685,GlucoBalance_176,2024-04-19,2026-07-27,727,35509.86,24987.74
BATCH_26686,NeuroVita_755,2022-03-20,2023-11-07,168,62767.9,37691.91
BATCH_26687,RespiraAid_855,2023-08-26,2024-09-27,243,12322.87,8374.94
BATCH_26688,ImmunoPlus_538,2024-05-18,2026-10-02,207,3482.69,2122.12
BATCH_26689,HepatoCare_898,2024-06-04,2027-01-26,482,26797.34,18919.17
BATCH_26690,OrthoRelief_913,2023-05-01,2026-03-15,641,4206.8,3401.62
BATCH_26691,GlucoBalance_231,2022-02-25,2024-10-24,185,37272.99,21211.02
BATCH_26692,HepatoCare_613,2022-04-20,2025-01-27,168,6542.62,3629.83
BATCH_26693,OncoThera_392,2024-04-14,2026-12-04,120,54153.61,30263.54
BATCH_26694,RenalGuard_644,2022-07-25,2023-10-02,141,49263.45,42582.79
BATCH_26695,GlucoBalance_894,2023-01-23,2025-11-01,908,53136.09,33843.34
BATCH_26696,OrthoRelief_800,2024-03-05,2025-04-21,148,4186.57,3123.65
BATCH_26697,OrthoRelief_624,2023-01-04,2024-08-07,198,50795.83,34763.66
BATCH_26698,RespiraAid_736,2024-09-26,2025-06-27,38,21280.43,17685.48
BATCH_26699,CardioMax_582,2022-03-20,2024-08-14,202,33105.5,22914.43
BATCH_26700,OrthoRelief_579,2023-12-17,2025-10-06,660,3311.12,2609.15
BATCH_26701,HepatoCare_308,2024-04-28,2027-04-07,872,15813.94,8820.92
BATCH_26702,OncoThera_203,2022-05-09,2024-10-09,106,38022.32,31465.96
BATCH_26703,NeuroVita_451,2022-05-07,2024-07-05,196,20466.01,14897.8
BATCH_26704,HepatoCare_806,2023-08-03,2024-02-05,101,1983,1562.08
BATCH_26705,RespiraAid_529,2023-05-16,2025-11-29,243,59404.44,35870.05
BATCH_26706,HepatoCare_644,2023-02-06,2025-12-21,211,44479.4,28932.14
BATCH_26707,GlucoBalance_272,2023-08-24,2024-10-09,103,60040.34,40340
BATCH_26708,HepatoCare_940,2024-02-25,2025-06-15,204,61547.73,40985.66
BATCH_26709,CardioMax_784,2022-09-15,2025-02-19,600,21841.63,17930.52
BATCH_26710,NeuroVita_97,2022-03-12,2023-02-13,696,27902.33,19919.31
BATCH_26711,RespiraAid_211,2023-05-05,2024-01-25,63,4668.27,3964.37
BATCH_26712,OrthoRelief_971,2022-11-27,2025-02-15,183,81893.66,48502.85
BATCH_26713,GlucoBalance_583,2024-04-06,2024-12-02,431,59167.95,39432.86
BATCH_26714,NeuroVita_297,2022-04-24,2024-08-15,685,13344.57,9976.09
BATCH_26715,GlucoBalance_451,2023-09-30,2026-07-04,718,51956.06,39314.75
BATCH_26716,RenalGuard_555,2024-03-10,2025-11-29,636,57870.94,49781.45
BATCH_26717,OrthoRelief_605,2023-03-11,2024-09-08,352,70647.04,42503.27
BATCH_26718,RenalGuard_147,2023-12-13,2025-10-04,77,38790.49,26854.69
BATCH_26719,OrthoRelief_397,2022-05-04,2024-07-04,126,25825.42,19719.48
BATCH_26720,CardioMax_217,2022-11-24,2024-03-05,150,35707.87,30575.74
BATCH_26721,OncoThera_663,2022-08-01,2023-08-05,151,52775.32,36602.25
BATCH_26722,OncoThera_29,2024-05-29,2026-10-07,424,28580.3,19901.67
BATCH_26723,RespiraAid_294,2023-06-23,2024-10-07,769,39618.95,30075.33
BATCH_26724,RenalGuard_564,2023-02-01,2025-03-11,630,66627.85,49519.13
BATCH_26725,ImmunoPlus_244,2023-03-04,2025-05-03,88,10800.51,7606.28
BATCH_26726,DermaLux_652,2024-04-09,2026-12-18,218,14604.85,8751.19
BATCH_26727,OrthoRelief_361,2023-04-02,2026-01-21,216,46694.21,37765.6
BATCH_26728,CardioMax_925,2022-10-01,2024-11-26,149,15445.45,12307.21
BATCH_26729,OrthoRelief_815,2023-11-14,2024-11-17,985,80826.26,47894.41
BATCH_26730,OncoThera_280,2024-05-04,2026-05-31,379,9075.22,5282.01
BATCH_26731,HepatoCare_145,2022-07-28,2025-05-27,137,31962.37,23810.7
BATCH_26732,CardioMax_305,2024-02-28,2026-04-18,218,59646.39,33556.52
BATCH_26733,OrthoRelief_761,2024-02-12,2024-09-09,198,40247.76,25379.6
BATCH_26734,NeuroVita_644,2022-03-31,2024-10-27,132,3666.94,2063.66
BATCH_26735,HepatoCare_732,2022-04-04,2024-11-10,201,14084.63,11296.65
BATCH_26736,NeuroVita_694,2023-08-21,2025-02-06,578,26825.13,19102.44
BATCH_26737,ImmunoPlus_695,2024-04-02,2024-12-20,155,50374.35,28770.49
BATCH_26738,HepatoCare_877,2024-02-02,2025-12-29,146,55037.68,34690.19
BATCH_26739,OrthoRelief_754,2022-06-28,2023-11-04,105,20625.1,11242.86
BATCH_26740,CardioMax_985,2023-04-04,2025-11-07,198,43169.45,34379.11
BATCH_26741,ImmunoPlus_837,2022-06-04,2023-01-03,177,64469.92,47527.23
BATCH_26742,NeuroVita_308,2022-12-10,2023-12-14,35,36848.86,26929.36
BATCH_26743,RenalGuard_526,2024-03-13,2024-12-28,358,44764.97,33751.43
BATCH_26744,NeuroVita_942,2022-08-08,2024-01-09,131,55325.52,47322.56
BATCH_26745,CardioMax_609,2023-01-15,2023-10-22,100,34298.83,23061.84
BATCH_26746,CardioMax_949,2024-09-13,2025-03-28,195,21752.6,17530.52
BATCH_26747,RenalGuard_52,2022-11-03,2025-08-27,25,23967.89,13860.39
BATCH_26748,RespiraAid_697,2023-07-22,2024-10-27,21,40076.05,28289.06
BATCH_26749,OrthoRelief_455,2022-09-26,2024-03-26,39,15624.35,10406.98
BATCH_26750,DermaLux_349,2023-07-08,2024-04-03,881,59931.73,41999.73
BATCH_26751,CardioMax_905,2022-10-26,2024-02-21,699,34688.33,21788.98
BATCH_26752,ImmunoPlus_188,2023-12-26,2026-06-22,137,43353.41,27509.13
BATCH_26753,RespiraAid_843,2024-01-25,2024-10-21,157,72273.04,43587.34
BATCH_26754,OncoThera_670,2022-07-16,2024-01-25,113,31026.49,19341.53
BATCH_26755,HepatoCare_508,2024-04-14,2025-11-25,422,8755.71,5786.48
BATCH_26756,GlucoBalance_194,2022-12-27,2025-03-25,201,26819.75,15403.78
BATCH_26757,RenalGuard_437,2022-09-09,2024-01-02,240,51878.73,29962.37
BATCH_26758,CardioMax_889,2024-02-11,2025-05-22,247,33099.91,18650.7
BATCH_26759,OrthoRelief_632,2024-05-30,2026-04-21,198,75359.99,45725.14
BATCH_26760,ImmunoPlus_133,2023-12-11,2026-09-17,389,19221.27,16597.66
BATCH_26761,RespiraAid_850,2024-01-01,2024-10-25,98,36415.72,26588.77
BATCH_26762,OrthoRelief_740,2023-06-07,2024-06-27,991,25679.08,18956.19
BATCH_26763,HepatoCare_850,2022-05-22,2023-12-30,1198,58730.42,38709.02
BATCH_26764,ImmunoPlus_689,2023-03-19,2025-06-04,160,27293.09,19245.69
BATCH_26765,GlucoBalance_69,2022-05-21,2024-11-14,186,41399.27,25934.18
BATCH_26766,NeuroVita_817,2024-01-03,2026-03-20,643,25049.23,14609.51
BATCH_26767,DermaLux_146,2024-07-08,2026-12-17,120,41832.51,24315.74
BATCH_26768,GlucoBalance_519,2022-09-06,2023-08-14,1080,74578.81,47127
BATCH_26769,OrthoRelief_171,2023-10-21,2026-02-16,37,61341.53,42799.69
BATCH_26770,GlucoBalance_54,2024-05-27,2026-01-19,333,43929.51,37793.74
BATCH_26771,NeuroVita_281,2022-04-14,2023-06-01,219,41761.71,34213.84
BATCH_26772,OrthoRelief_754,2022-10-13,2024-01-01,1159,68850.61,46305.54
BATCH_26773,CardioMax_713,2023-05-23,2025-08-31,48,14133.33,8376.17
BATCH_26774,OrthoRelief_407,2024-01-04,2024-11-01,217,36316.59,20919.19
BATCH_26775,CardioMax_813,2022-01-16,2023-06-20,308,32285.87,20378.27
BATCH_26776,HepatoCare_498,2022-09-13,2023-08-04,147,52310.86,38129.08
BATCH_26777,DermaLux_551,2023-12-02,2024-07-22,962,31089.96,19442.31
BATCH_26778,OncoThera_955,2024-07-13,2027-02-23,590,72702.24,46695.16
BATCH_26779,OrthoRelief_918,2024-02-28,2025-07-16,815,53283.22,40162.69
BATCH_26780,HepatoCare_804,2024-01-31,2026-10-29,115,10715.57,7988.77
BATCH_26781,DermaLux_97,2024-08-13,2027-05-17,184,7598.95,5811.22
BATCH_26782,RespiraAid_866,2022-02-14,2023-09-24,66,16906.08,12199.65
BATCH_26783,RespiraAid_984,2023-07-28,2025-06-09,37,33692.87,19636.92
BATCH_26784,CardioMax_682,2024-02-15,2026-04-16,955,41422.6,27916.14
BATCH_26785,RenalGuard_780,2023-10-29,2024-04-27,111,7483.53,5856.61
BATCH_26786,RespiraAid_361,2023-09-25,2025-12-25,309,27270.29,20617.57
BATCH_26787,CardioMax_102,2022-04-28,2024-03-21,188,14289.7,9226.22
BATCH_26788,CardioMax_280,2024-07-30,2025-03-22,336,43000.79,27135.34
BATCH_26789,RenalGuard_788,2022-06-02,2025-01-18,712,69260.81,40737.35
BATCH_26790,GlucoBalance_254,2023-08-08,2025-02-04,59,59457.4,42279.53
BATCH_26791,GlucoBalance_118,2022-12-28,2025-11-19,161,20351.14,15653.22
BATCH_26792,HepatoCare_461,2022-05-05,2024-01-08,222,12960.49,7481.12
BATCH_26793,RespiraAid_724,2023-04-16,2024-06-18,241,61301.03,42152.87
BATCH_26794,ImmunoPlus_899,2023-02-10,2023-09-11,718,24598.57,14129.2
BATCH_26795,NeuroVita_68,2023-04-15,2026-02-09,836,18502.86,12537.88
BATCH_26796,HepatoCare_878,2024-06-18,2027-02-28,33,16012.54,12711.03
BATCH_26797,RenalGuard_732,2024-03-11,2026-12-13,100,12582.15,10638.57
BATCH_26798,NeuroVita_207,2023-05-18,2024-01-15,105,8432.99,5216.01
BATCH_26799,CardioMax_789,2023-05-28,2024-08-30,223,11237.48,7017.12
BATCH_26800,CardioMax_281,2022-03-09,2023-06-06,126,47040.24,32812.36
BATCH_26801,RenalGuard_270,2023-11-06,2025-11-03,172,45837.25,31924.25
BATCH_26802,CardioMax_532,2023-04-20,2024-12-26,23,32012.98,20929.67
BATCH_26803,OrthoRelief_393,2022-02-06,2023-07-14,144,36368.65,25529.3
BATCH_26804,NeuroVita_704,2023-10-22,2025-02-11,711,44398.96,31799.96
BATCH_26805,GlucoBalance_748,2022-11-02,2025-09-17,97,40306.34,25980.77
BATCH_26806,GlucoBalance_20,2024-06-09,2025-01-13,102,17134.68,9671.3
BATCH_26807,CardioMax_461,2023-04-06,2024-02-23,103,63545.07,35291.73
BATCH_26808,RespiraAid_912,2024-01-27,2026-01-15,1103,31096.64,24824.31
BATCH_26809,OncoThera_412,2024-05-28,2027-04-21,87,46451.74,37028.08
BATCH_26810,CardioMax_520,2023-04-23,2024-02-19,593,61721.68,35950.48
BATCH_26811,CardioMax_820,2023-01-23,2024-10-24,125,62349.49,47263.59
BATCH_26812,CardioMax_312,2022-07-15,2024-06-12,139,63340.44,35849.74
BATCH_26813,HepatoCare_134,2023-06-21,2024-05-19,139,43447.59,26974.75
BATCH_26814,RenalGuard_337,2024-09-21,2026-03-11,130,50855.53,41010.44
BATCH_26815,CardioMax_871,2023-10-09,2024-11-20,678,59871.52,35561.21
BATCH_26816,CardioMax_165,2022-02-22,2024-07-16,104,20992.52,18038.5
BATCH_26817,OncoThera_406,2024-08-23,2025-12-10,1199,3886.38,2251.68
BATCH_26818,ImmunoPlus_629,2023-12-20,2026-05-09,1108,38280.78,33159.27
BATCH_26819,RenalGuard_847,2024-07-01,2025-02-03,312,9079.86,6361.52
BATCH_26820,RespiraAid_302,2023-12-02,2026-07-18,171,30506.67,17029.72
BATCH_26821,OrthoRelief_391,2022-03-17,2023-07-21,190,11733.85,7192.73
BATCH_26822,NeuroVita_306,2023-01-23,2023-08-11,612,50432.91,39472.78
BATCH_26823,GlucoBalance_821,2023-07-25,2025-06-04,115,15901.37,8906.35
BATCH_26824,GlucoBalance_912,2023-02-03,2024-12-30,228,60254.6,42535.08
BATCH_26825,HepatoCare_467,2024-03-25,2025-04-06,155,48678.29,29212.62
BATCH_26826,CardioMax_812,2022-01-16,2023-06-09,533,60964.73,34730.47
BATCH_26827,DermaLux_805,2023-08-04,2024-12-11,575,20315.45,11609.15
BATCH_26828,ImmunoPlus_468,2024-03-12,2025-02-06,111,77848.57,48699.66
BATCH_26829,OrthoRelief_871,2024-07-08,2027-03-31,767,52769.38,36160.76
BATCH_26830,HepatoCare_434,2023-11-01,2024-06-03,803,81883.34,48226.32
BATCH_26831,OrthoRelief_738,2022-07-21,2025-06-06,214,52956.37,37972.87
BATCH_26832,NeuroVita_368,2022-11-01,2025-01-18,189,77524.85,44457.43
BATCH_26833,ImmunoPlus_433,2023-04-20,2025-06-12,91,69582.94,43934.02
BATCH_26834,RenalGuard_303,2024-01-21,2025-08-16,1169,57416.05,36610.22
BATCH_26835,NeuroVita_232,2024-08-13,2027-06-03,1004,75858.93,46959.96
BATCH_26836,OncoThera_988,2024-01-20,2026-07-18,158,14170.39,7678.2
BATCH_26837,RenalGuard_965,2024-08-09,2025-12-10,203,5982.7,4148.35
BATCH_26838,NeuroVita_528,2024-08-30,2025-09-30,199,25594.8,15955.45
BATCH_26839,HepatoCare_359,2022-05-30,2024-10-27,213,31056.35,23986.4
BATCH_26840,DermaLux_15,2023-02-06,2024-02-14,100,6673.12,5464.53
BATCH_26841,DermaLux_168,2024-09-12,2025-11-11,242,47284.82,27245.06
BATCH_26842,HepatoCare_651,2022-12-22,2025-12-16,905,26605.32,16599.9
BATCH_26843,HepatoCare_940,2023-08-27,2025-02-25,936,17457.02,9544.75
BATCH_26844,GlucoBalance_512,2022-02-15,2024-02-06,52,46181.32,28468.07
BATCH_26845,OrthoRelief_732,2024-01-31,2026-03-15,202,21845.92,17961.83
BATCH_26846,OrthoRelief_356,2024-06-10,2025-12-27,189,32988.11,23742.51
BATCH_26847,HepatoCare_579,2022-11-09,2025-10-17,679,65792.58,49972.28
BATCH_26848,RenalGuard_891,2022-03-04,2023-05-23,163,22925.67,14848.31
BATCH_26849,ImmunoPlus_591,2023-08-05,2026-02-14,61,34913.54,20590.47
BATCH_26850,RenalGuard_812,2023-05-14,2024-11-19,104,14960.14,8611.06
BATCH_26851,GlucoBalance_118,2023-01-20,2025-04-26,127,51201.86,28871.61
BATCH_26852,ImmunoPlus_754,2023-04-14,2024-09-30,246,44964.26,27249.3
BATCH_26853,RenalGuard_796,2022-12-06,2024-06-19,958,65747.33,46443.88
BATCH_26854,RenalGuard_541,2024-08-19,2025-04-30,229,30765.46,25063.18
BATCH_26855,OrthoRelief_254,2024-04-28,2025-05-31,80,40512.36,28885.77
BATCH_26856,OncoThera_744,2022-12-04,2024-03-28,77,61748.08,48051.75
BATCH_26857,GlucoBalance_316,2024-07-03,2027-07-02,209,43561.34,27099.5
BATCH_26858,RenalGuard_81,2024-06-28,2025-11-28,208,36736.63,21139.59
BATCH_26859,OncoThera_66,2024-06-23,2026-06-03,72,73650.47,43841.48
BATCH_26860,OncoThera_199,2022-09-14,2025-05-11,555,47995.54,27689.2
BATCH_26861,DermaLux_204,2022-10-26,2023-08-23,857,6590.86,4744.46
BATCH_26862,RenalGuard_55,2023-02-19,2023-12-01,64,5175.03,3738.2
BATCH_26863,GlucoBalance_385,2023-09-07,2025-01-17,750,22207.44,19093.19
BATCH_26864,RespiraAid_267,2023-09-02,2026-04-27,132,36541.02,30462.79
BATCH_26865,HepatoCare_941,2023-09-24,2026-01-17,136,60492.73,44396.5
BATCH_26866,OrthoRelief_685,2023-05-04,2026-03-03,692,4484.19,2678.95
BATCH_26867,OncoThera_366,2023-05-23,2023-12-30,868,66054.4,40905.36
BATCH_26868,NeuroVita_691,2023-04-05,2025-08-23,80,41562.74,34397.17
BATCH_26869,DermaLux_806,2023-07-21,2024-09-11,815,22983.15,16235.22
BATCH_26870,OrthoRelief_197,2024-03-23,2025-07-05,62,7882.29,5938.82
BATCH_26871,OrthoRelief_245,2022-03-16,2024-03-16,158,45052.41,37519.14
BATCH_26872,ImmunoPlus_100,2022-10-22,2025-08-28,51,45742.93,24830.88
BATCH_26873,RespiraAid_994,2023-12-24,2026-10-28,138,5397.21,3479
BATCH_26874,CardioMax_498,2023-02-14,2024-09-02,174,31230.77,25568.07
BATCH_26875,GlucoBalance_98,2022-10-07,2024-04-16,228,36559.8,22016.96
BATCH_26876,RespiraAid_979,2024-05-15,2026-01-18,759,64562.72,36866.29
BATCH_26877,DermaLux_240,2022-07-11,2023-07-02,445,49388.03,33370.21
BATCH_26878,OrthoRelief_900,2023-02-16,2024-10-27,111,84372.8,48091.96
BATCH_26879,OncoThera_368,2023-05-14,2025-09-26,161,17583.95,10090.26
BATCH_26880,DermaLux_775,2022-09-01,2023-04-06,135,59026.74,38596.9
BATCH_26881,DermaLux_816,2024-06-21,2025-11-08,667,60469.12,44073.23
BATCH_26882,GlucoBalance_351,2022-06-08,2024-10-29,31,36864.3,31587.68
BATCH_26883,DermaLux_910,2024-06-17,2026-09-08,99,30688.44,23421.52
BATCH_26884,NeuroVita_919,2022-02-14,2023-03-25,77,20451.16,13221.87
BATCH_26885,HepatoCare_607,2023-12-12,2024-07-11,1115,56032.72,47184.76
BATCH_26886,GlucoBalance_731,2023-06-20,2024-12-08,113,4500.59,3755.38
BATCH_26887,OrthoRelief_81,2024-07-02,2026-10-22,68,69174.25,40046.6
BATCH_26888,HepatoCare_326,2023-11-15,2025-11-18,118,67660.05,46102.79
BATCH_26889,DermaLux_583,2024-08-24,2026-06-27,153,52871,36448.06
BATCH_26890,DermaLux_56,2023-11-30,2025-03-13,73,15551.01,9038.95
BATCH_26891,CardioMax_101,2022-03-20,2024-05-21,97,30064.64,17814.15
BATCH_26892,DermaLux_210,2023-04-06,2025-11-04,166,59243.36,45562.33
BATCH_26893,DermaLux_278,2022-05-25,2023-07-18,182,24580.28,14151.25
BATCH_26894,OrthoRelief_90,2024-08-25,2027-04-09,44,18561.98,11830.71
BATCH_26895,GlucoBalance_968,2024-06-18,2025-03-07,64,17165.08,10064.3
BATCH_26896,HepatoCare_368,2023-05-09,2024-11-28,794,22863.23,15234.34
BATCH_26897,NeuroVita_559,2023-11-05,2024-07-02,81,54443.6,30997.19
BATCH_26898,RespiraAid_678,2022-12-06,2024-07-24,61,43839.32,35982.46
BATCH_26899,RenalGuard_10,2023-12-19,2024-08-10,765,60469.1,43982.16
BATCH_26900,OrthoRelief_461,2022-12-12,2025-04-22,74,10541.16,6915.31
BATCH_26901,RespiraAid_387,2023-01-29,2023-08-05,247,21815.91,18005.75
BATCH_26902,CardioMax_573,2024-01-30,2026-03-28,220,78061.42,45167.57
BATCH_26903,RespiraAid_42,2024-08-19,2027-04-14,162,42941.64,26234.12
BATCH_26904,DermaLux_302,2023-08-08,2024-03-04,133,30833.11,25637.88
BATCH_26905,NeuroVita_852,2024-01-26,2026-09-27,1081,83145.94,46055.48
BATCH_26906,RenalGuard_62,2024-05-30,2025-07-11,440,19874.61,12739.09
BATCH_26907,HepatoCare_765,2023-08-01,2024-12-29,170,32871.3,20226.92
BATCH_26908,HepatoCare_146,2022-06-26,2022-12-26,203,2426.45,1593.26
BATCH_26909,ImmunoPlus_19,2024-01-28,2026-06-21,771,63026.95,40418.4
BATCH_26910,RenalGuard_382,2022-09-09,2024-10-30,71,33245.69,26014.84
BATCH_26911,DermaLux_483,2023-01-06,2025-12-30,109,11313.61,6179.37
BATCH_26912,CardioMax_331,2022-10-11,2025-01-24,900,44859.2,27861.61
BATCH_26913,ImmunoPlus_988,2024-01-01,2026-04-02,238,51397.21,31758.25
BATCH_26914,HepatoCare_766,2022-12-16,2023-07-02,907,22792.11,14137.67
BATCH_26915,ImmunoPlus_955,2022-07-23,2025-07-17,301,50548.2,36166.63
BATCH_26916,OncoThera_225,2022-08-09,2025-04-12,197,61755.89,48692.94
BATCH_26917,RenalGuard_913,2022-05-12,2024-07-17,1159,62772.01,40755.67
BATCH_26918,OncoThera_957,2023-02-10,2025-01-03,984,72820.86,44081.02
BATCH_26919,ImmunoPlus_855,2023-06-02,2026-06-01,194,5467.39,4166.55
BATCH_26920,OncoThera_124,2022-05-17,2023-07-18,75,3217.73,2621.43
BATCH_26921,GlucoBalance_483,2023-01-06,2024-08-15,187,10461.23,8050.55
BATCH_26922,CardioMax_99,2023-05-01,2025-08-14,207,20799.05,11568.08
BATCH_26923,OncoThera_116,2023-10-14,2025-03-07,746,66910.95,40585.52
BATCH_26924,RenalGuard_817,2023-05-15,2024-01-22,249,8178.01,6988.71
BATCH_26925,DermaLux_717,2024-05-09,2026-03-01,113,66631.42,43694.62
BATCH_26926,RespiraAid_898,2022-03-06,2022-09-05,223,35308.8,20600.69
BATCH_26927,CardioMax_972,2022-03-01,2023-10-07,41,44000.43,29262.1
BATCH_26928,CardioMax_887,2024-08-16,2027-07-03,121,46053.81,29447.55
BATCH_26929,RenalGuard_260,2023-04-17,2024-03-03,223,47349.26,30045.8
BATCH_26930,NeuroVita_227,2022-12-27,2025-09-24,103,55662.99,36104.37
BATCH_26931,GlucoBalance_883,2024-04-28,2026-08-26,143,30336.18,16808.88
BATCH_26932,CardioMax_269,2022-01-06,2023-07-24,979,27841.73,21579.98
